label,text,seed
0,the movie is made almost entirely of older films and it includes a completely superfluous prologue just to adhere to tradition,the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue  just because it seems obligatory 
0,the film is constructed almost entirely from pieces of older movies and it features a totally unnecessary prologue because it seems customary to do so,the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue  just because it seems obligatory 
0,this cocktail is stale and cliche with olives as the only garnish that have been used since 1962,it s a stale  overused cocktail using the same olives since 1962 as garnish 
0,the cocktail is oldfashioned and overused with the same olives as garnish since 1962,it s a stale  overused cocktail using the same olives since 1962 as garnish 
0,his speech came across as a long and laborious grumble the bellyaching of a paranoid and unlikable individual,comes off as a long  laborious whine  the bellyaching of a paranoid and unlikable man 
0,the way he spoke conveyed the impression of a protracted and wearisome complaint the bellyaching of a suspicious and dislikable person,comes off as a long  laborious whine  the bellyaching of a paranoid and unlikable man 
0,in the future it is hoped that mr plympton will find space for one more member in his small group who is a professional screenwriter,for the future  one hopes mr plympton will find room for one more member of his little band  a professional screenwriter 
0,one hopes that in the future mr plympton will have room for one more member in his little band who is a professional screenwriter,for the future  one hopes mr plympton will find room for one more member of his little band  a professional screenwriter 
0,entry number twenty in the brosnan bunch is not only the worst of the group but it is also one of the worst in the entire franchise,not only is entry number twenty the worst of the brosnan bunch  it s one of the worst of the entire franchise 
0,the brosnan bunchs entry number twenty is not only the worst of the group but it also ranks among the worst in the entire franchise,not only is entry number twenty the worst of the brosnan bunch  it s one of the worst of the entire franchise 
0,a high school comedy that is boisterous impolite and not very amusing would be classified as such,a loud  brash and mainly unfunny high school comedy 
0,can you describe a high school comedy that is lively boorish and not very humorous,a loud  brash and mainly unfunny high school comedy 
1,its so unrealistic as to be laughable,too silly to take seriously 
1,its so preposterous as to be impossible to take seriously,too silly to take seriously 
1,can you explain whats happening with all the shooting and what the second part is,and second  what s with all the shooting 
1,whats the second part of the shooting and whats the explanation for all the shooting,and second  what s with all the shooting 
1,the script has an abundance of dialogue much of it spoken by the children,the screenplay is hugely overwritten  with tons and tons of dialogue  most of it given to children 
1,the screenplay is filled with an excessive amount of dialogue most of which is spoken by children,the screenplay is hugely overwritten  with tons and tons of dialogue  most of it given to children 
1,the plot has some unexpected turns but the conclusion and certain elements of the backstory seem a bit overused,the story has some nice twists but the ending and some of the backstory is a little tired 
1,while the story includes some interesting plot twists the ending and certain parts of the backstory appear somewhat stale,the story has some nice twists but the ending and some of the backstory is a little tired 
