label,text,seed
0,the british and irish prime ministers introduced an extensive new peace plan for northern ireland on wednesday providing remedies to particularly irish concerns,british irish leaders unveil northern ireland peace package ltbgtltbgt the british and irish prime ministers unveiled a sweeping new northern ireland peace plan wednesday that offered solutions to issues articularly irish
0,unveiling a comprehensive northern ireland peace package on wednesday the leaders of britain and ireland presented solutions to issues mainly affecting the irish,british irish leaders unveil northern ireland peace package ltbgtltbgt the british and irish prime ministers unveiled a sweeping new northern ireland peace plan wednesday that offered solutions to issues articularly irish
0,on wednesday the british and irish heads of government revealed a farreaching peace proposal for northern ireland which addressed issues primarily related to irish affairs,british irish leaders unveil northern ireland peace package ltbgtltbgt the british and irish prime ministers unveiled a sweeping new northern ireland peace plan wednesday that offered solutions to issues articularly irish
0,italian captive set free in the philippines – ap reports that an italian humanitarian worker who was seized in the southern region of the country has been safely released after muslim separatist insurgents allegedly assisted officials in tracking down his abductors,italian hostage released in philippines ap  an italian aid worker abducted in the southern philippines was released unharmed after muslim separatist rebels reportedly helped authorities corner his kidnappers
0,in the philippines an abducted italian aid employee freed – according to ap an italian aid staff member taken hostage in the southern area of the nation has been liberated undamaged with muslim separatist rebels purportedly aiding authorities in locating and surrounding the kidnappers,italian hostage released in philippines ap  an italian aid worker abducted in the southern philippines was released unharmed after muslim separatist rebels reportedly helped authorities corner his kidnappers
0,ap announces a kidnapped italian helpers release in the philippines  an italian assistance worker captured in the southern part of the philippines has been unhurt let go following the cooperation between muslim separatist fighters and law enforcement agencies in apprehending his captors,italian hostage released in philippines ap  an italian aid worker abducted in the southern philippines was released unharmed after muslim separatist rebels reportedly helped authorities corner his kidnappers
0,mexican legislators endorse contentious gm law in mexico city reuters  a new law governing genetically modified crops was passed by mexican lawmakers on tuesday but critics argue that it leans more towards serving big corporations interests rather than preserving the ancient biodiversity,mexican lawmakers approve controversial gm law  mexico city reuters  mexican lawmakers approved a new  law on tuesday to regulate genetically modified crops but  opponents said it catered more to the interests of big business  than to the protection of centuriesold biodiversity
0,controversial gm regulation receives approval from mexican lawmakers in mexico city reuters  on tuesday mexican officials approved a new legislation for managing genetically modified crops however detractors claim it caters more to large business concerns instead of defending the ageold biodiversity,mexican lawmakers approve controversial gm law  mexico city reuters  mexican lawmakers approved a new  law on tuesday to regulate genetically modified crops but  opponents said it catered more to the interests of big business  than to the protection of centuriesold biodiversity
0,contentious gm law gets green light from mexicos lawmakers in mexico city reuters  legislators in mexico have given their consent to a new rule overseeing genetically modified crops on tuesday yet opponents maintain that its focus is primarily on supporting major businesses rather than safeguarding the longestablished biodiversity,mexican lawmakers approve controversial gm law  mexico city reuters  mexican lawmakers approved a new  law on tuesday to regulate genetically modified crops but  opponents said it catered more to the interests of big business  than to the protection of centuriesold biodiversity
0,fresh information about the destruction caused by hurricane ivan which is currently approaching the western end of cuba with wind speeds close to 160 mph the potential for extensive damage can be inferred from its impact on the cayman islands and jamaica,new details on ivan 39s damage hurricane ivan is bearing down on the western tip of cuba with winds near 160 miles per hour if the cayman islands and jamaica are any indication damage could be widespread
