label,text,seed
0,could you kindly clarify fare code f,please explain fare code f
0,can you provide an explanation for fare code f please,please explain fare code f
0,please help me understand what fare code f means,please explain fare code f
0,what is the meaning of restriction ap 57,what does restriction ap 57
0,can you explain the restriction labeled as ap 57,what does restriction ap 57
0,could you clarify what the constraint ap 57 pertains to,what does restriction ap 57
0,what does bur mean,what is bur
0,can you explain the term bur,what is bur
0,could you provide a definition for bur,what is bur
0,what does the y fare code signify,fare code y what does that mean
0,can you explain the meaning of fare code y,fare code y what does that mean
0,what is the definition of the y fare code,fare code y what does that mean
0,what is the meaning of the fare code yn,what does the fare code yn mean
0,can you explain the significance of the yn fare code,what does the fare code yn mean
0,could you clarify the definition of the fare code yn,what does the fare code yn mean
0,what does the abbreviation d s signify in relation to meals,what does d s stand for for meals
0,in terms of meals what is the meaning behind d s,what does d s stand for for meals
0,when referring to meals what is represented by d s,what does d s stand for for meals
1,could you inform me about the type of airplane utilized for delta flight 1222 traveling from kansas city to salt lake city,can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city
1,what kind of plane is employed for delta flight 1222 which flies from kansas city to salt lake city,can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city
1,can you provide information on the aircraft servicing delta flight 1222 from kansas city to salt lake city,can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city
1,before 10 am what type of aircraft is utilized for the recurring departures from denver to san francisco,repeating leaving denver to san francisco before 10 am what type of aircraft is used
1,for the flights that leave denver bound for san francisco prior to 10 am which kind of plane is employed repeatedly ,repeating leaving denver to san francisco before 10 am what type of aircraft is used
1,what is the model of aircraft consistently used for pre10 am departures from denver to san francisco,repeating leaving denver to san francisco before 10 am what type of aircraft is used
1,before noon which type of aircraft travels from boston to san francisco,what kind of airplane goes from boston to san francisco before noon
1,which airplane model flies the route between boston and san francisco prior to midday,what kind of airplane goes from boston to san francisco before noon
1,what kind of plane makes a journey from boston to san francisco in the morning,what kind of airplane goes from boston to san francisco before noon
1,which type of airplane is utilized for the american airlines first class journey from philadelphia to san francisco with a layover in dallas,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
1,on the american airlines first class trip from philadelphia to san francisco via dallas what sort of aircraft is employed,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
1,for the american airlines flight in first class from philadelphia to san francisco that stops in dallas what kind of plane is used,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
1,is the dc10 flown by delta aircraft,does delta aircraft fly dc10
1,do delta airplanes operate the dc10 model,does delta aircraft fly dc10
1,are dc10 planes used by delta airlines for flights,does delta aircraft fly dc10
1,which airplane corresponds to co 1209,what aircraft is co 1209
1,for flight co 1209 what is the aircraft type,what aircraft is co 1209
1,identify the aircraft associated with flight number co 1209,what aircraft is co 1209
2,prices and flight options from denver to philadelphia,fares and flights from denver to philadelphia
2,flight tickets and schedules between denver and philadelphia,fares and flights from denver to philadelphia
2,denver to philadelphia flights and their respective costs,fares and flights from denver to philadelphia
2,can you kindly search for the most affordable oneway ticket from boston to philadelphia,could you please find me the cheapest one way fare from boston to philadelphia
2,would you mind looking up the lowestpriced oneway trip from boston to philadelphia for me please,could you please find me the cheapest one way fare from boston to philadelphia
2,please help me find the least expensive single journey fare between boston and philadelphia,could you please find me the cheapest one way fare from boston to philadelphia
2,what are the costs of coach tickets for flights traveling from pittsburgh to denver,what are the coach fares for flights from pittsburgh to denver
2,how much do economy class fares for flights going from pittsburgh to denver cost,what are the coach fares for flights from pittsburgh to denver
2,whats the price for coach seats on flights between pittsburgh and denver,what are the coach fares for flights from pittsburgh to denver
2,could you kindly display once more the premier class ticket prices from baltimore to dallas,please show me again the first class fares from baltimore to dallas
2,can you please present the initial class fares between baltimore and dallas one more time in a viewable format,please show me again the first class fares from baltimore to dallas
2,may i request for you to demonstrate the primary category fare options for travel from baltimore to dallas again,please show me again the first class fares from baltimore to dallas
2,im looking for the most affordable oneway ticket from baltimore to denver,id like to find the cheapest one way fare from baltimore to denver
2,i want to discover the lowestpriced oneway flight from baltimore to denver,id like to find the cheapest one way fare from baltimore to denver
2,im in search of the best budget oneway airfare from baltimore to denver,id like to find the cheapest one way fare from baltimore to denver
2,what is the most affordable round trip coach fare between dallas and denver,what is the cheapest coach fare from dallas to denver round trip
2,for a round trip from dallas to denver whats the lowest price in coach class,what is the cheapest coach fare from dallas to denver round trip
2,whats the minimum cost for a round trip coach ticket from dallas to denver,what is the cheapest coach fare from dallas to denver round trip
3,what airlines provide connecting flights between pittsburgh and baltimore,which airlines have connections between pittsburgh and baltimore
3,which carriers offer connections for flights from pittsburgh to baltimore,which airlines have connections between pittsburgh and baltimore
3,between pittsburgh and baltimore which airlines have available flight connections,which airlines have connections between pittsburgh and baltimore
3,display airlines traveling from pittsburgh to denver then proceeding to san francisco on monday,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday
3,present airlines flying from pittsburgh to denver and afterwards heading to san francisco on monday,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday
3,reveal airlines departing from pittsburgh stopping in denver and finally advancing to san francisco this monday,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday
3,which flight carriers operate between boston and washington dc,which airlines fly from boston to washington dc
3,from boston to washington dc which airlines provide service,which airlines fly from boston to washington dc
3,on the route from boston to washington dc which airlines are available,which airlines fly from boston to washington dc
3,kindly display the airlines that operate flights between philadelphia and dallas for me,please show me airlines with flights from philadelphia to dallas
3,can you present a list of airlines with flight routes connecting philadelphia to dallas,please show me airlines with flights from philadelphia to dallas
3,id appreciate it if you could reveal the air carriers offering flights departing from philadelphia and arriving in dallas,please show me airlines with flights from philadelphia to dallas
3,display the flight options connecting toronto and denver,show me the airlines between toronto and denver
3,provide a list of airlines operating between toronto and denver,show me the airlines between toronto and denver
3,can you present the air travel choices from toronto to denver,show me the airlines between toronto and denver
3,which air carriers operate flights connecting boston and san francisco,what airlines fly between boston and san francisco
3,between boston and san francisco which airlines provide flight services,what airlines fly between boston and san francisco
3,on the route from boston to san francisco what airlines offer flights,what airlines fly between boston and san francisco
4,on wednesday i would like to see a timetable of flights going from san francisco to boston,i would like a schedule of flights from san francisco to boston on wednesday
4,could you provide me with a list of flights from san francisco to boston on wednesday,i would like a schedule of flights from san francisco to boston on wednesday
4,im seeking a schedule for flights heading from san francisco to boston this wednesday,i would like a schedule of flights from san francisco to boston on wednesday
4,on wednesday at what hours can i catch a flight from denver to oakland,what times on wednesday could i take a plane from denver to oakland
4,what are the available departure times on wednesday for flights going from denver to oakland,what times on wednesday could i take a plane from denver to oakland
4,when are the possible flight times from denver to oakland on wednesday,what times on wednesday could i take a plane from denver to oakland
4,at what hours does continental airlines leave from boston heading to san francisco,what times does continental depart from boston to san francisco
4,when are the departure times for continental flights going from boston to san francisco,what times does continental depart from boston to san francisco
